Date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,25.65250015258789,26.342500686645508,25.5,26.337499618530273,23.94692039489746,270597600
2016-01-05,26.4375,26.462499618530273,25.602500915527344,25.677499771118164,23.346826553344727,223164000
2016-01-06,25.139999389648438,25.592500686645508,24.967500686645508,25.174999237060547,22.889936447143555,273829600
2016-01-07,24.670000076293945,25.032499313354492,24.107500076293945,24.112499237060547,21.923877716064453,324377600
2016-01-08,24.637500762939453,24.77750015258789,24.190000534057617,24.239999771118164,22.039804458618164,283192000
2016-01-11,24.74250030517578,24.764999389648438,24.334999084472656,24.63249969482422,22.39668083190918,198957600
2016-01-12,25.137500762939453,25.172500610351562,24.709999084472656,24.989999771118164,22.721729278564453,196616800
2016-01-13,25.079999923706055,25.297500610351562,24.325000762939453,24.34749984741211,22.13754653930664,249758400
2016-01-14,24.489999771118164,25.1200008392334,23.934999465942383,24.8799991607666,22.621713638305664,252680400
2016-01-15,24.049999237060547,24.427499771118164,23.84000015258789,24.282499313354492,22.078449249267578,319335600
2016-01-19,24.602500915527344,24.662500381469727,23.875,24.165000915527344,21.97161293029785,212350800
2016-01-20,23.774999618530273,24.547500610351562,23.354999542236328,24.197500228881836,22.001161575317383,289337600
2016-01-21,24.264999389648438,24.469999313354492,23.735000610351562,24.075000762939453,21.8897762298584,208646000
2016-01-22,24.657499313354492,25.364999771118164,24.592500686645508,25.354999542236328,23.053598403930664,263202000
2016-01-25,25.3799991607666,25.38249969482422,24.802499771118164,24.860000610351562,22.60352897644043,207178000
2016-01-26,24.982500076293945,25.219999313354492,24.517499923706055,24.997499465942383,22.728548049926758,300308000
2016-01-27,24.010000228881836,24.157499313354492,23.334999084472656,23.354999542236328,21.23513412475586,533478800
2016-01-28,23.447500228881836,23.6299991607666,23.09749984741211,23.522499084472656,21.387428283691406,222715200
2016-01-29,23.697500228881836,24.334999084472656,23.587499618530273,24.334999084472656,22.126184463500977,257666000
2016-02-01,24.11750030517578,24.177499771118164,23.850000381469727,24.107500076293945,21.919326782226562,163774000
2016-02-02,23.854999542236328,24.010000228881836,23.56999969482422,23.6200008392334,21.476072311401367,149428800
2016-02-03,23.75,24.209999084472656,23.520000457763672,24.087499618530273,21.901142120361328,183857200
2016-02-04,23.96500015258789,24.332500457763672,23.797500610351562,24.149999618530273,22.077116012573242,185886800
2016-02-05,24.1299991607666,24.229999542236328,23.422500610351562,23.5049991607666,21.48748016357422,185672400
2016-02-08,23.282499313354492,23.924999237060547,23.260000228881836,23.752500534057617,21.713741302490234,216085600
2016-02-09,23.572500228881836,23.985000610351562,23.482500076293945,23.747499465942383,21.709165573120117,177324800
2016-02-10,23.979999542236328,24.087499618530273,23.524999618530273,23.5674991607666,21.54461669921875,169374400
2016-02-11,23.447500228881836,23.68000030517578,23.147499084472656,23.424999237060547,21.41434669494629,200298800
2016-02-12,23.547500610351562,23.625,23.252500534057617,23.497499465942383,21.480628967285156,161405600
2016-02-16,23.7549991607666,24.212499618530273,23.65250015258789,24.15999984741211,22.08626365661621,196231600
2016-02-17,24.167499542236328,24.552499771118164,24.037500381469727,24.530000686645508,22.424510955810547,179452800
2016-02-18,24.709999084472656,24.72249984741211,24.022499084472656,24.065000534057617,21.999420166015625,156084000
2016-02-19,24.0,24.190000534057617,23.950000762939453,24.010000228881836,21.94913673400879,141496800
2016-02-22,24.077499389648438,24.225000381469727,23.979999542236328,24.219999313354492,22.14111328125,137123200
2016-02-23,24.100000381469727,24.125,23.637500762939453,23.672500610351562,21.640602111816406,127770400
2016-02-24,23.4950008392334,24.094999313354492,23.329999923706055,24.024999618530273,21.962848663330078,145022800
2016-02-25,24.012500762939453,24.190000534057617,23.8125,24.190000534057617,22.113689422607422,110330800
2016-02-26,24.299999237060547,24.5049991607666,24.145000457763672,24.227500915527344,22.14797019958496,115964400
2016-02-29,24.21500015258789,24.5575008392334,24.162500381469727,24.172500610351562,22.097692489624023,140865200
2016-03-01,24.412500381469727,25.1924991607666,24.354999542236328,25.13249969482422,22.97528839111328,201628400
2016-03-02,25.127500534057617,25.22249984741211,24.90999984741211,25.1875,23.025569915771484,132678400
2016-03-03,25.145000457763672,25.427499771118164,25.112499237060547,25.375,23.196975708007812,147822800
2016-03-04,25.592500686645508,25.9375,25.342500686645508,25.752500534057617,23.54207420349121,184220400
2016-03-07,25.59749984741211,25.707500457763672,25.239999771118164,25.467500686645508,23.28153419494629,143315600
2016-03-08,25.19499969482422,25.440000534057617,25.100000381469727,25.25749969482422,23.08955955505371,126247600
2016-03-09,25.327499389648438,25.395000457763672,25.0674991607666,25.280000686645508,23.110126495361328,108806800
2016-03-10,25.352500915527344,25.559999465942383,25.037500381469727,25.292499542236328,23.12155532836914,134054400
2016-03-11,25.559999465942383,25.56999969482422,25.375,25.565000534057617,23.37066650390625,109632800
2016-03-14,25.477500915527344,25.727500915527344,25.44499969482422,25.6299991607666,23.43008804321289,100304400
2016-03-15,25.989999771118164,26.295000076293945,25.962499618530273,26.145000457763672,23.90088653564453,160270800
2016-03-16,26.15250015258789,26.577499389648438,26.147499084472656,26.49250030517578,24.218557357788086,153214000
2016-03-17,26.3799991607666,26.61750030517578,26.239999771118164,26.450000762939453,24.179702758789062,137682800
2016-03-18,26.584999084472656,26.625,26.297500610351562,26.479999542236328,24.207130432128906,176820800
2016-03-21,26.482500076293945,26.912500381469727,26.28499984741211,26.477500915527344,24.204845428466797,142010800
2016-03-22,26.3125,26.822500228881836,26.302499771118164,26.68000030517578,24.389965057373047,129777600
2016-03-23,26.6200008392334,26.767499923706055,26.475000381469727,26.532499313354492,24.255123138427734,102814000
2016-03-24,26.36750030517578,26.5625,26.22249984741211,26.417499542236328,24.149991989135742,104532000
2016-03-28,26.5,26.547500610351562,26.264999389648438,26.297500610351562,24.040292739868164,77645600
2016-03-29,26.22249984741211,26.947500228881836,26.219999313354492,26.920000076293945,24.609365463256836,124760400
2016-03-30,27.162500381469727,27.604999542236328,27.149999618530273,27.389999389648438,25.039024353027344,182404400
2016-03-31,27.43000030517578,27.475000381469727,27.219999313354492,27.247499465942383,24.908750534057617,103553600
2016-04-01,27.19499969482422,27.5,27.049999237060547,27.497499465942383,25.137292861938477,103496000
2016-04-04,27.604999542236328,28.047500610351562,27.5674991607666,27.780000686645508,25.395549774169922,149424800
2016-04-05,27.377500534057617,27.6825008392334,27.354999542236328,27.452499389648438,25.096158981323242,106314800
2016-04-06,27.5575008392334,27.7450008392334,27.299999237060547,27.739999771118164,25.358980178833008,105616400
2016-04-07,27.487499237060547,27.604999542236328,27.030000686645508,27.135000228881836,24.805908203125,127207600
2016-04-08,27.227500915527344,27.4424991607666,27.042499542236328,27.165000915527344,24.833335876464844,94326800
2016-04-11,27.24250030517578,27.65250015258789,27.207500457763672,27.2549991607666,24.915611267089844,117630000
2016-04-12,27.334999084472656,27.625,27.165000915527344,27.610000610351562,25.240140914916992,108929200
2016-04-13,27.700000762939453,28.084999084472656,27.700000762939453,28.010000228881836,25.605802536010742,133029200
2016-04-14,27.905000686645508,28.09749984741211,27.832500457763672,28.024999618530273,25.619518280029297,101895600
2016-04-15,28.02750015258789,28.075000762939453,27.4325008392334,27.462499618530273,25.105297088623047,187756000
2016-04-18,27.22249984741211,27.237499237060547,26.735000610351562,26.8700008392334,24.56365966796875,243286000
2016-04-19,26.969999313354492,27.0,26.5575008392334,26.727500915527344,24.433387756347656,129539600
2016-04-20,26.65999984741211,27.022499084472656,26.514999389648438,26.782499313354492,24.48366355895996,122444000
2016-04-21,26.732500076293945,26.732500076293945,26.3799991607666,26.49250030517578,24.218557357788086,126210000
2016-04-22,26.252500534057617,26.6200008392334,26.155000686645508,26.420000076293945,24.15227699279785,134732400
2016-04-25,26.25,26.412500381469727,26.127500534057617,26.270000457763672,24.015155792236328,112126400
2016-04-26,25.977500915527344,26.325000762939453,25.977500915527344,26.087499618530273,23.84832191467285,224064800
2016-04-27,24.0,24.677499771118164,23.920000076293945,24.454999923706055,22.355941772460938,458408400
2016-04-28,24.40250015258789,24.469999313354492,23.5625,23.707500457763672,21.67259979248047,328970800
2016-04-29,23.497499465942383,23.68000030517578,23.127500534057617,23.434999465942383,21.423490524291992,274126000
2016-05-02,23.49250030517578,23.520000457763672,23.100000381469727,23.40999984741211,21.400646209716797,192640400
2016-05-03,23.549999237060547,23.934999465942383,23.420000076293945,23.795000076293945,21.752592086791992,227325200
2016-05-04,23.799999237060547,23.975000381469727,23.454999923706055,23.547500610351562,21.526336669921875,164102000
2016-05-05,23.5,23.517499923706055,23.170000076293945,23.309999465942383,21.438961029052734,143562000
2016-05-06,23.342500686645508,23.362499237060547,22.962499618530273,23.18000030517578,21.31939125061035,174799600
2016-05-09,23.25,23.4424991607666,23.147499084472656,23.197500228881836,21.335493087768555,131745600
2016-05-10,23.332500457763672,23.392499923706055,23.02750015258789,23.354999542236328,21.4803524017334,134747200
2016-05-11,23.3700008392334,23.392499923706055,23.114999771118164,23.127500534057617,21.271114349365234,114876400
2016-05-12,23.18000030517578,23.19499969482422,22.36750030517578,22.584999084472656,20.77215576171875,305258800
2016-05-13,22.5,22.917499542236328,22.5,22.6299991607666,20.813541412353516,177571200
2016-05-16,23.09749984741211,23.59749984741211,22.912500381469727,23.469999313354492,21.58612060546875,245039200
2016-05-17,23.637500762939453,23.674999237060547,23.252500534057617,23.372499465942383,21.496437072753906,187667600
2016-05-18,23.540000915527344,23.802499771118164,23.47249984741211,23.639999389648438,21.742475509643555,168249600
2016-05-19,23.65999984741211,23.65999984741211,23.392499923706055,23.549999237060547,21.659692764282227,121768400
2016-05-20,23.65999984741211,23.857500076293945,23.6299991607666,23.80500030517578,21.894229888916016,128104000
2016-05-23,23.967500686645508,24.297500610351562,23.917499542236328,24.107500076293945,22.17245101928711,152074400
2016-05-24,24.30500030517578,24.522499084472656,24.209999084472656,24.475000381469727,22.510454177856445,140560800
2016-05-25,24.667499542236328,24.934999465942383,24.52750015258789,24.905000686645508,22.905935287475586,152675200
2016-05-26,24.920000076293945,25.1825008392334,24.65999984741211,25.102500915527344,23.087583541870117,225324800
2016-05-27,24.860000610351562,25.11750030517578,24.8125,25.087499618530273,23.07378578186035,145364800
2016-05-31,24.899999618530273,25.100000381469727,24.704999923706055,24.96500015258789,22.961118698120117,169228800
2016-06-01,24.7549991607666,24.885000228881836,24.582500457763672,24.614999771118164,22.63920783996582,116693200
2016-06-02,24.399999618530273,24.459999084472656,24.157499313354492,24.43000030517578,22.46906280517578,160766400
2016-06-03,24.447500228881836,24.5674991607666,24.362499237060547,24.479999542236328,22.515047073364258,114019600
2016-06-06,24.497499465942383,25.47249984741211,24.387500762939453,24.657499313354492,22.678300857543945,93170000
2016-06-07,24.8125,24.967500686645508,24.739999771118164,24.75749969482422,22.770275115966797,89638000
2016-06-08,24.7549991607666,24.889999389648438,24.670000076293945,24.735000610351562,22.749582290649414,83392400
2016-06-09,24.625,24.997499465942383,24.614999771118164,24.912500381469727,22.91283416748047,106405600
2016-06-10,24.63249969482422,24.837499618530273,24.6200008392334,24.707500457763672,22.724287033081055,126851600
2016-06-13,24.672500610351562,24.780000686645508,24.274999618530273,24.334999084472656,22.381685256958008,152082000
2016-06-14,24.329999923706055,24.6200008392334,24.1875,24.364999771118164,22.40928077697754,127727600
2016-06-15,24.454999923706055,24.602500915527344,24.25749969482422,24.28499984741211,22.335704803466797,117780800
2016-06-16,24.112499237060547,24.4375,24.017499923706055,24.387500762939453,22.429975509643555,125307200
2016-06-17,24.155000686645508,24.162500381469727,23.825000762939453,23.832500457763672,21.919523239135742,244032800
2016-06-20,24.0,24.142499923706055,23.75749969482422,23.774999618530273,21.866634368896484,137647600
2016-06-21,23.735000610351562,24.087499618530273,23.670000076293945,23.977500915527344,22.052885055541992,142185600
2016-06-22,24.0625,24.22249984741211,23.837499618530273,23.887500762939453,21.97010612487793,116876400
2016-06-23,23.985000610351562,24.072500228881836,23.8125,24.024999618530273,22.09656524658203,128960800
2016-06-24,23.227500915527344,23.665000915527344,23.162500381469727,23.350000381469727,21.475749969482422,301245600
2016-06-27,23.25,23.262500762939453,22.875,23.010000228881836,21.163036346435547,181958400
2016-06-28,23.225000381469727,23.415000915527344,23.03499984741211,23.397499084472656,21.519441604614258,161779600
2016-06-29,23.49250030517578,23.637500762939453,23.407499313354492,23.600000381469727,21.7056827545166,146124000
2016-06-30,23.610000610351562,23.9424991607666,23.575000762939453,23.899999618530273,21.981605529785156,143345600
2016-07-01,23.872499465942383,24.11750030517578,23.832500457763672,23.97249984741211,22.048282623291016,104106000
2016-07-05,23.84749984741211,23.850000381469727,23.614999771118164,23.747499465942383,21.841339111328125,110820800
2016-07-06,23.649999618530273,23.915000915527344,23.592500686645508,23.88249969482422,21.96550750732422,123796400
2016-07-07,23.924999237060547,24.125,23.905000686645508,23.985000610351562,22.059783935546875,100558400
2016-07-08,24.122499465942383,24.22249984741211,24.012500762939453,24.170000076293945,22.229938507080078,115648400
2016-07-11,24.1875,24.412500381469727,24.1825008392334,24.2450008392334,22.298913955688477,95179600
2016-07-12,24.292499542236328,24.424999237060547,24.280000686645508,24.354999542236328,22.40007972717285,96670000
2016-07-13,24.352500915527344,24.417499542236328,24.209999084472656,24.217500686645508,22.273624420166016,103568800
2016-07-14,24.34749984741211,24.747499465942383,24.329999923706055,24.697500228881836,22.715089797973633,155676000
2016-07-15,24.729999542236328,24.825000762939453,24.625,24.69499969482422,22.712797164916992,120548000
2016-07-18,24.674999237060547,25.032499313354492,24.649999618530273,24.957500457763672,22.9542179107666,145975600
2016-07-19,24.889999389648438,25.0,24.834999084472656,24.967500686645508,22.963420867919922,95119600
2016-07-20,25.0,25.114999771118164,24.934999465942383,24.989999771118164,22.984113693237305,105104000
2016-07-21,24.957500457763672,25.25,24.782499313354492,24.857500076293945,22.862247467041016,130808000
2016-07-22,24.815000534057617,24.825000762939453,24.577499389648438,24.665000915527344,22.685195922851562,113254800
2016-07-25,24.5625,24.709999084472656,24.229999542236328,24.334999084472656,22.381685256958008,161531600
2016-07-26,24.204999923706055,24.49250030517578,24.104999542236328,24.167499542236328,22.227632522583008,224959200
2016-07-27,26.0674991607666,26.087499618530273,25.6875,25.737499237060547,23.671615600585938,369379200
2016-07-28,25.707500457763672,26.112499237060547,25.704999923706055,26.084999084472656,23.991222381591797,159479200
2016-07-29,26.047500610351562,26.137500762939453,25.920000076293945,26.052499771118164,23.96132469177246,110934800
2016-08-01,26.102500915527344,26.537500381469727,26.102500915527344,26.512500762939453,24.38440704345703,152671600
2016-08-02,26.512500762939453,26.517499923706055,26.0,26.1200008392334,24.02340316772461,135266400
2016-08-03,26.202499389648438,26.459999084472656,26.1924991607666,26.447500228881836,24.324621200561523,120810400
2016-08-04,26.395000457763672,26.5,26.31999969482422,26.467500686645508,24.47489356994629,109634800
2016-08-05,26.5674991607666,26.912500381469727,26.545000076293945,26.8700008392334,24.847087860107422,162213600
2016-08-08,26.8799991607666,27.092500686645508,26.790000915527344,27.092500686645508,25.05283546447754,112148800
